brand,model,color,description,price,price_gel,compare_at_price,sizes,product_url
Mizuno,Wave Enforce Tour 2,"white, blue","Experience tennis with maximum control and comfort. Discover the performance you need on the clay court with the Wave Enforce Tour 2 from Mizuno. This tennis shoe combines a sturdy synthetic upper with a protective rubber outsole to provide you with stability and durability. Thanks to the EVA insole, you will experience exceptional comfort with every step, while the textile inner material ensures excellent air circulation. Whether in training or competition, the Wave Enforce Tour 2 fits your needs perfectly and offers you the optimal support you need for quick changes of direction. Get this shoe and dominate the pitch with confidence and style. Highlights: Unsurpassed Support: Rubber outsole provides exceptional stability on the clay court. Comfortable and durable: EVA insole combined with a robust synthetic upper. Breathability: Textile inner material ensures optimal ventilation and comfort. Get the Wave Enforce Tour 2 and experience tennis on a new level.",106.95 €,580,160.00 €,"39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 47",https://www.tennis-point.de/products/mizuno-wave-enforce-tour-2-sandplatzschuh-herren-weiss-blau-07217601226000
Babolat,SFX 4,"dark blue, turquoise","Comfort and stability for the clay court The Babolat SFX 4 clay court shoe for men was developed specifically for players who want to perform at their best on clay courts. With its thoughtful design and high-quality materials, this shoe offers the perfect mix of cushioning, comfort and stability. The specially developed clay court sole ensures optimal grip and safe movements, while the breathable upper material ensures a pleasant foot climate. Thanks to the extra generous fit and the shock-absorbing midsole, the shoe is particularly comfortable even during long matches. Robust and functional, it accompanies you reliably on the pitch. Highlights at a glance: Especially for clay courts: sole with excellent grip for a secure hold. Excellent cushioning: protection of the joints for maximum comfort. Generous Fit: Perfect for long games and lasting comfort. With the Babolat SFX 4 clay court shoe for men you not only play better, but also more comfortably - ideal for anyone who wants to dominate on clay courts!",68.95 €,320,120.00 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 49",https://www.tennis-point.de/products/babolat-sfx-4-sandplatzschuh-herren-dunkelblautuerkis-00917502557000
Nike,Zoom Vapor 12,"blue, yellow","Dynamics and grip for quick matches on clay The Nike Vapor 12 clay court shoe men is the perfect choice for tennis players who are looking for maximum agility and stability on clay courts. Thanks to the specially developed herringbone outsole, the shoe offers optimal grip for quick changes of direction, while the lightweight upper material ensures a comfortable fit. Responsive Zoom Air cushioning ensures optimal shock absorption and explosive acceleration, while reinforced side panels provide additional support. The breathable mesh upper keeps your feet cool and dry - ideal for long, intense matches on clay. Your advantages at a glance: Herringbone profile for perfect grip - Optimal traction on clay courts Zoom Air cushioning - Responsive shock absorption for quick acceleration Breathable, stable design - Light, comfortable and with increased support With the Nike Vapor 12 clay court shoe men you play faster, more stable and with maximum comfort - for your best tennis on clay!",128.95 €,680,159.99 €,"38,5, 39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5, 48,5, 49,5",https://www.tennis-point.de/products/nike-zoom-vapor-12-sandplatzschuh-herren-blau-gelb-00417118026000
Mizuno,Wave Enforce Court,"white, blue","Unlock your potential on the tennis court. Discover the Wave Enforce Court from Mizuno, which was specially developed for the clay court. This tennis shoe combines innovative technology and high-quality design to take your performance to the next level. The synthetic upper material offers excellent support and durability, while the textile inner material ensures optimal wearing comfort. The EVA insole guarantees excellent cushioning with every step, and the grippy rubber outsole gives you maximum stability on the clay court. Perfect for players who want to show their best side on the tennis court. Highlights: Excellent support: Thanks to the synthetic upper material, you always keep moving. Comfort guaranteed: The textile inner material and the EVA insole offer long-lasting comfort. Maximum stability: The rubber outsole ensures secure footing on the clay court. With the Wave Enforce Court you are always ready for the next match.",81.95 €,375,110.00 €,"39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 47, 48,5",https://www.tennis-point.de/products/mizuno-wave-enforce-court-sandplatzschuh-herren-weiss-blau-07217601233000
Lotto,Mirage 100 II,"white, blue","Perfect for your game on clay The Lotto clay court shoe is not just a shoe, but an indispensable tool for every tennis lover. Designed to provide optimal performance on sandy surfaces, it features a special herringbone rubber compound that ensures an ideal combination of traction and glide. These features allow you to move effortlessly across the court while maintaining control of your movements. Aside from its technical sophistication, the Lotto Mirage 100 II CLAY also offers high comfort with a breathable polyester, mesh upper, meaning the foot stays cool and dry, even during intense play under the scorching sun. With this shoe on your feet, you can push your limits and unleash your full potential on the clay court. The highlights of the Lotto Mirage 100 II CLAY High comfort Polyester, mesh upper synthetic inner material rubber sole herringbone pattern for grip",109.95 €,595,159.99 €,"39, 40, 40,5, 41, 42, 42,5, 43, 43,5, 44, 45, 45,5, 46, 47, 48, 48,5",https://www.tennis-point.de/products/lotto-mirage-100-ii-sandplatzschuh-herren-weissblau-02417501772000
Yonex,Power Cushion Ad-Accel,"dark blue, turquoise","Maximum stability and cushioning for clay courts The Yonex Power Cushion Ad-Accel clay court shoe was specially developed for tennis players who require maximum stability, traction and comfort on clay courts. Thanks to the proven Power Cushion™ technology, shocks are efficiently absorbed and converted into energy for fast movements - for a dynamic and comfortable running experience. The herringbone outsole provides excellent grip and enables controlled slides, while the lightweight and breathable mesh upper ensures a comfortable foot climate. Reinforced zones in the midfoot and toe areas provide additional protection and durability, so you can confidently master even intense matches. Highlights: Power Cushion™ cushioning for optimal shock absorption and energy return Herringbone outsole for maximum grip on clay courts Breathable mesh upper for high comfort and air circulation With the Yonex Power Cushion Ad-Accel clay court shoe you enjoy perfect stability, cushioning and traction - ideal for your next clay court match!",95.95 €,530,159.95 €,"40,5, 41, 42, 43, 44, 44,5, 45, 45,5, 46, 46,5, 47, 48",https://www.tennis-point.de/products/yonex-power-cushion-ad-accel-sandplatzschuh-herren-dunkelblautuerkis-01917501453000
Joma,Roland,"white, mint","Maximum performance with the Roland men's clay court shoe. Discover the Roland men's clay court shoe from Joma, which has been specially developed to optimize your tennis performance. With its high-quality textile and synthetic upper, this tennis shoe not only offers robustness, but also exceptional flexibility and breathability. The EVA insole provides improved cushioning, while the rubber outsole offers you the best grip on the clay court. The special features and stylish design make the ROLAND CLAY the ideal companion for your tennis games, whether as an ambitious amateur or professional. Take advantage of the special conditions that apply exclusively to employees and experience the combination of style and functionality. Highlights: Breathable upper: Keeps your feet cool and dry. EVA insole: Provides excellent cushioning and comfort. Perfect traction: The rubber sole ensures optimal grip on the clay court. Don't miss the opportunity to take your game to the next level with the Roland Men's Clay Court Shoe.",119.95 €,640,132.00 €,"37, 38, 39, 40, 40,5, 41, 42, 42,5, 43, 44, 45, 46, 47, 48",https://www.tennis-point.de/products/joma-roland-sandplatzschuh-herren-weiss-mint-15017100241000
ASICS,Solution Speed FF 4,"petrol, pink","Experience speed on the clay court The SOLUTION SPEED FF 4 from ASICS is your perfect companion if you want to dictate the pace on the tennis court. This clay court shoe offers you an unbeatable combination of speed and comfort. The high-quality polyurethane and synthetic upper ensures an ideal fit and durability. Thanks to the innovative rubber outsole, you enjoy optimal grip on the court, while the EVA insole ensures maximum comfort. The textile inner material gives a pleasantly breathable feeling. With the SOLUTION SPEED FF 4 you feel light on your feet and ready to win every rally. Highlights: Top Speed ​​Performance – Experience dynamic freedom of movement like never before. Maximum comfort - The EVA insole provides soft and comfortable support. Grip without compromise - rubber sole ensures perfect grip on clay courts. Get ready to set new standards on the tennis court with the SOLUTION SPEED FF 4.",127.95 €,675,160.00 €,"40, 40,5, 41,5, 42, 42,5, 43,5, 44, 44,5, 45, 46, 46,5, 47, 48, 49, 50,5",https://www.tennis-point.de/products/asics-solution-speed-ff-4-sandplatzschuh-herren-petrol-pink-p0000001261105
Diadora,B.Icon 3,orange,"Dynamic clay court shoe for maximum performance The Diadora B.Icon 3 clay court shoe men was developed for tennis players who need maximum stability, cushioning and traction on clay courts. The specially adapted clay court outsole offers optimal grip and enables quick changes of direction on the court. Thanks to DD Anima cushioning technology, the shoe provides excellent energy return and springy comfort with every step. The durable and breathable upper keeps your feet cool, while reinforced heel and toe areas provide additional protection and support. Your advantages at a glance: Clay court outsole - for optimal support and stability on clay courts DD Anima cushioning - for responsive comfort and reduced stress Breathable, durable upper material - for long-lasting comfort With the Diadora B.Icon 3 clay court shoe men you are well equipped to take your game on clay courts to the next level!",139.95 €,730,165.00 €,"40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5, 48",https://www.tennis-point.de/products/diadora-bicon-3-sandplatzschuh-herren-orange-11717100392000
Wilson,Rush Pro 4.5,"dark blue, white","Perfect for your game on clay The Wilson Rush Pro 4.5 CLY is not just a shoe, but an essential tool for every tennis lover. Designed to provide optimal performance on sandy surfaces, it features a special herringbone rubber compound that ensures an ideal combination of traction and glide. These features allow you to move effortlessly across the court while maintaining control of your movements. Aside from its technical sophistication, the Rush Pro 4.5 CLY also features a breathable synthetic upper, meaning the foot stays cool and dry, even during intense play under the scorching sun. With this shoe on your feet, you can push your limits and unleash your full potential on the clay court. The highlights of the Wilson Rush Pro 4.5 CLY High comfort synthetic upper textile inner material rubber sole herringbone pattern for grip",75.95 €,350,140.00 €,"40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 49 1/3",https://www.tennis-point.de/products/wilson-rush-pro-45-sandplatzschuh-herren-dunkelblauweiss-00716802773000
ASICS,Solution Speed FF3,"white, neon green",Increase your pace and increase the pressure The SOLUTION SPEED™ FF 3 is designed for tennis players who play on all surfaces and are looking for a fast and lightweight shoe designed for speed. SPEEDTRUSS™ technology improves your agility on the court. It also provides better acceleration. The new mesh upper and algorithmically generated outsole are lightweight and provide excellent grip and flexibility for increased speed on the court. Asics Solution Speed ​​FF 3 men's quick check: FLYTEFOAM™ technology provides lightweight cushioning SPEEDTRUSS™ technology improves speed and cutting movements AHARPLUS™ rubber improves durability Clay court outsole,89.95 €,405,150.00 €,"39, 39,5, 40, 40,5, 41,5, 42, 42,5, 43,5, 44, 44,5, 45, 46, 46,5, 47, 48, 49, 50,5",https://www.tennis-point.de/products/asics-solution-speed-ff3-sandplatzschuh-herren-weissneongruen-02017506627000
ASICS,GEL-RESOLUTION X CLAY,"black, neon yellow","Maximum stability and comfort for clay courts. The ASICS Gel Resolution X men's clay court shoe offers tennis players first-class stability, cushioning and durability—perfect for intense matches on clay. Thanks to the proven GEL™ technology in the heel and forefoot, shocks are effectively absorbed, so you can enjoy maximum comfort even when moving quickly. The specially developed clay court outsole ensures optimal grip and supports dynamic changes of direction. DYNAWALL™ technology provides additional stability in the midfoot area, while the durable, breathable upper ensures a comfortable foot climate. Reinforced zones in heavily stressed areas ensure a long service life. Your advantages at a glance: GEL™ technology - optimal cushioning for joint-friendly comfort DYNAWALL™ technology - for more stability and control Clay court outsole - maximum grip on clay courts With the ASICS Gel Resolution X clay court shoe men you are well equipped to take your clay court game to the next level with stability, comfort and control!",111.95 €,605,160.00 €,"39, 39,5, 40, 40,5, 41,5, 42, 42,5, 43,5, 44, 44,5, 45, 46, 46,5, 47, 48, 49, 50,5",https://www.tennis-point.de/products/asics-gel-resolution-x-clay-sandplatzschuh-herren-schwarz-neongelb-02017506628000
On,THE ROGER Pro 2,"white, pink","Precision and power for your game on clay The On THE ROGER Pro 2 clay court shoe was developed in collaboration with Roger Federer and is aimed at everyone who expects uncompromising performance and control on the tennis court. Designed specifically for use on clay courts, this shoe combines innovative stability technologies with responsive cushioning - ideal for quick changes of direction and long rallies. The sturdy upper provides support and durability, while the Helion Superfoam midsole provides springy cushioning while maintaining direct ground contact. The modified outsole with clay court tread provides optimal grip without affecting gliding on sand. Inside, a stabilizing element provides additional control during quick movements along the baseline. Highlights: Clay court-optimized sole: Perfect grip with simultaneous gliding Reactive cushioning: Helion superfoam for springy comfort Maximum control: Stabilizing element for precise movement control A high-performance shoe for everyone who wants more on the clay court - control, comfort and the decisive advantage in the game.",187.95 €,950,200.00 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 47, 47,5, 48, 49",https://www.tennis-point.de/products/on-the-roger-pro-2-sandplatzschuh-herren-weisspink-19417100101000
Wilson,Rush Pro 4.5,"black, red","Dominance on clay: stability and performance combined The Wilson Rush Pro 4.5 clay court shoe for men is the perfect choice for ambitious tennis players who are looking for full control and comfort on clay courts. With its innovative technology, this shoe supports quick changes of direction, stability and a dynamic game. The breathable upper material ensures a lightweight feel and keeps your feet pleasantly cool even during intense matches. The specially developed clay court outsole offers excellent grip and durability, so you always have a secure grip on clay courts. Thanks to R-DST+ cushioning, you'll enjoy maximum shock absorption and comfort, while 4D Support Chassis technology ensures stability during fast movements. Highlights at a glance: Clay court outsole: Perfect grip and durability on clay surfaces. 4D Support Chassis: Stability and support during quick changes of direction. R-DST+ cushioning: gentle on the joints and comfortable for intensive play. The Wilson Rush Pro 4.5 clay court shoe for men combines stability, comfort and performance - ideal for players who want to perform at their best on the clay court!",64.95 €,305,140.00 €,"40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 49 1/3",https://www.tennis-point.de/products/wilson-rush-pro-45-sandplatzschuh-herren-schwarzrot-00717502799000
Nike,Zoom Vapor Pro 3,"blue, yellow","Speed ​​and stability - the ideal clay court shoe for demanding players. The clay court shoe for men was developed to offer maximum performance on clay courts. With its modern design and innovative technologies, it supports dynamic movements and ensures optimal comfort so that you have the upper hand in every rally. The lightweight construction with a responsive midsole ensures excellent cushioning and energy return. The specially profiled clay court outsole offers excellent grip and stability, even when changing direction quickly. The breathable mesh upper ensures a pleasant foot climate and prevents overheating, even during intense matches. Thanks to its elegant design and sophisticated functionality, this shoe is the perfect companion for players who want to combine speed, precision and comfort. Highlights: Responsive midsole for optimal cushioning and dynamics Special clay court outsole for maximum grip and stability Breathable mesh upper for long-lasting comfort and ventilation With this clay court shoe you can take your game to a new level - for confident performance in every match!",108.95 €,590,129.99 €,"38,5, 39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5, 48,5, 49,5",https://www.tennis-point.de/products/nike-zoom-vapor-pro-3-sandplatzschuh-herren-blau-gelb-00417118028000
ASICS,Game FF / OC,"white, black","For clay court specialists – control and comfort in one! The Game FF Clay from ASICS combines advanced technology with a robust design. The synthetic leather ensures stability and a precise fit, while the clay court sole provides unparalleled grip. Perfect for players who want to perform at their best on clay. Highlights: Clay court sole for stability and maximum traction. Synthetic leather for durability and comfort. Ideal for precise and dynamic play on sand.",79.95 €,365,90.00 €,"40, 40,5, 41,5, 42, 42,5, 43,5, 44, 44,5, 45, 46, 46,5, 47, 48, 49",https://www.tennis-point.de/products/asics-game-ff-oc-sandplatzschuh-herren-weiss-schwarz-02017506426000
On,The Roger Pro 2,yellow,"Control, speed and comfort for your clay court game The On The Roger Pro 2 clay court shoe was developed together with tennis legend Roger Federer and specifically tailored to the requirements of playing on clay. With its balanced combination of stability, cushioning and dynamics, it offers ambitious players the perfect basis for quick rallies and controlled gliding on the pitch. The durable herringbone outsole provides excellent traction on sand and allows precise sliding without losing grip. The breathable, reinforced mesh upper offers optimal fit and high durability during intense matches. An integrated carbon speedboard in the midsole delivers explosive energy transfer and supports responsive movements in all directions. Your advantages at a glance: Herringbone profile sole for optimal grip and gliding behavior on sand Carbon speedboard for powerful acceleration and stability Breathable upper material for cool wearing comfort and high durability With the On The Roger Pro 2 clay court shoe you play confidently, agilely and with maximum control - ready for your best tennis on clay.",199.95 €,1005,200.00 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 47, 47,5, 48, 49",https://www.tennis-point.de/products/on-the-roger-pro-2-sandplatzschuh-herren-gelb-19417500087000
Wilson,Rush Pro Ace,blue,"Stability and comfort for the clay court The Wilson Rush Pro Ace clay court shoe for men offers you the perfect mix of control, comfort and performance - ideal for demanding matches on clay courts. With its sophisticated technology, it supports dynamic movements and quick changes of direction, while at the same time ensuring a comfortable fit. The breathable upper material ensures optimal ventilation and a lightweight feel, even during intensive games. The Duralast outsole, specially developed for clay courts, guarantees excellent grip and high durability. Thanks to the R-DST+ cushioning, you benefit from optimal impact protection and responsive comfort, so you can fully concentrate on your game. Highlights at a glance: Duralast clay court sole: perfect grip and high durability. Breathable upper : Keeps your feet fresh and light. R-DST+ cushioning: Gentle on the joints and responsive for maximum comfort. The Wilson Rush Pro Ace clay court shoe for men supports you in every rally - stable, comfortable and ready for top performance on the clay!",59.95 €,285,119.95 €,"40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 49 1/3",https://www.tennis-point.de/products/wilson-rush-pro-ace-sandplatzschuh-herren-blau-00717502797000
Wilson,Rush Pro 4.5,"red, white","Perfect for your game on clay The Wilson Rush Pro 4.5 CLY is not just a shoe, but an essential tool for every tennis lover. Designed to provide optimal performance on sandy surfaces, it features a special herringbone rubber compound that ensures an ideal combination of traction and glide. These features allow you to move effortlessly across the court while maintaining control of your movements. Aside from its technical sophistication, the Rush Pro 4.5 CLY also features a breathable synthetic upper, meaning the foot stays cool and dry, even during intense play under the scorching sun. With this shoe on your feet, you can push your limits and unleash your full potential on the clay court. The highlights of the Wilson Rush Pro 4.5 CLY High comfort synthetic upper textile inner material rubber sole herringbone pattern for grip",68.95 €,320,140.00 €,"40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 49 1/3",https://www.tennis-point.de/products/wilson-rush-pro-45-sandplatzschuh-herren-rotweiss-00716802772000
K-Swiss,Hypercourt Express 2,"petrol, light gray","A classic with more power The Hypercourt Express 2 from K-Swiss is inspired by the original classic tennis shoe, but equipped with the latest materials and technologies for the right support and added comfort. The shoe has a regular fit and features a synthetic and mesh upper that offers a pleasant combination of lightweight comfort and support. In addition, the water-repellent effect of the upper material ensures that the shoe does not become heavy and the foot stays dry. The mesh tongue and mesh inserts in the upper ensure high breathability and excellent ventilation and keep feet cool and dry. The Surgelite midsole provides maximum shock absorption and added durability. The midsole also features the 'GuideGlide' construction and guarantees a comfortable and stable gait. The Ortholite insert also offers light cushioning. The entire handle coating reduces wear. DuraWrap and DragGuard in the outsole provide an additional layer of protection at key shoe support points. The highlights of the K-Swiss Hypercourt Express 2 Upper material Synthetic leather Textile lining on the shaft edge Molded rubber outsole CMEVA midsole Ortholite insole Lacing",99.95 €,545,150.00 €,"41, 41,5, 42, 42,5, 43, 44, 44,5, 45, 46, 47, 49",https://www.tennis-point.de/products/k-swiss-hypercourt-express-2-sandplatzschuh-herren-petrolhellgrau-01416602363000
adidas,Defiant Speed 2,"white, neon yellow","Lightness and control for your game on clay The adidas Defiant Speed ​​2 clay court shoe impresses with a lightweight, responsive design that is specially developed for fast movements on clay courts. Whether sprinting to the baseline or making explosive changes of direction, this shoe offers you reliable grip and a direct feel so you can develop your full potential on the court. The breathable upper material conforms comfortably to your foot and provides a light, supportive feel. The midsole with comfortable cushioning reduces the strain during intensive movements and at the same time offers you the energy you need for your game. The profiled outsole is designed for optimal traction and stability on sand. Your advantages at a glance: Lightweight, breathable upper material for high wearing comfort Cushioning midsole for reactive movements and impact protection Special clay court outsole for reliable grip and stability With the adidas Defiant Speed ​​2 clay court shoe you play fast, controlled and safe - ideal for your next match on clay.",66.95 €,310,120.00 €,"40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 48 2/3, 49 1/3, 50",https://www.tennis-point.de/products/adidas-defiant-speed-2-sandplatzschuh-herren-weiss-neongelb-00517106558000
HEAD,Revolt Pro 4.5,"dark blue, red","Maximum stability and performance for the clay court The Head Revolt Pro 4.5 clay court shoe for men is the perfect companion for tennis players who value support, comfort and durability. Developed specifically for clay courts, this shoe impresses with its stability and innovative technology that meets even the most demanding requirements. The robust and breathable upper material ensures optimal protection and pleasant wearing comfort. The durable clay court outsole offers excellent grip and confident footing when changing direction quickly. With the integrated TRI-NRG technology, your energy is used optimally, while the cushioning protects your joints. Highlights at a glance: Clay court outsole: Perfect grip and stability on clay. TRI-NRG technology: Maximum energy transfer and cushioning. Robust, breathable material: durable and comfortable to wear. With the Head Revolt Pro 4.5 clay court shoe for men you can achieve top performance on any clay court - stable, comfortable and ready for intense matches!",79.95 €,365,160.00 €,"38,5, 39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 48,5",https://www.tennis-point.de/products/head-revolt-pro-45-sandplatzschuh-herren-dunkelblaurot-00617501978000
HEAD,Sprint Pro 4.0,"lime, dark blue","Lightweight and stable clay court shoe for maximum performance The Head Sprint Pro 4.0 men's clay court shoe is the perfect choice for tennis players who need maximum speed, stability and comfort on clay courts. The super light and breathable mesh upper ensures optimal ventilation and keeps your feet pleasantly cool even during intense matches. The specially developed Clay Court outsole offers maximum grip on clay courts and enables quick changes of direction. Drift Defense technology reinforces high-wear areas in the toe and midfoot, while innovative T-KORE 360° technology provides improved stability and durability. The EVA midsole provides responsive cushioning for a comfortable ride. Your advantages at a glance: Lightweight, breathable mesh upper material - for high wearing comfort Clay Court outsole - perfect grip and stability on sand Drift Defense, T-KORE 360° technology - protection, durability and stability With the Head Sprint Pro 4.0 clay court shoe men you are well equipped to dominate on the clay court with speed and precision!",79.95 €,365,160.00 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 48,5",https://www.tennis-point.de/products/head-sprint-pro-40-sandplatzschuh-herren-limettedunkelblau-00617501971000
ASICS,Gel-Challenger 15,"white, dark gray","Stability and cushioning for your game on clay The ASICS Gel-Challenger 15 clay court shoe is your reliable partner for intensive matches on the clay court. It offers targeted support for quick changes of direction and longer rallies, combined with pleasant cushioning and optimal ground feel. The GEL technology in the rearfoot area ensures effective shock absorption and supports a comfortable running experience - even under high loads. The TRUSSTIC technology in the midsole stabilizes the midfoot and prevents unwanted twisting during sideways movements. The abrasion-resistant herringbone outsole is specifically designed for clay courts and provides excellent traction for quick slides and stops. Highlights: GEL cushioning system: Soft landings and excellent comfort TRUSSTIC support unit: Provides stability and guidance during dynamic movements Special clay court sole: Herringbone profile for optimal grip and controlled slides Durable upper material: Durable and supportive for a secure playing feel With the ASICS Gel-Challenger 15 clay court shoe you play confidently and dynamically - with the perfect balance of stability, comfort and control the sand court.",109.95 €,595,120.00 €,"40, 40,5, 41,5, 42, 42,5, 43,5, 44, 44,5, 45, 46, 46,5, 47, 48, 49, 50,5",https://www.tennis-point.de/products/asics-gel-challenger-15-sandplatzschuh-herren-weiss-dunkelgrau-a0000002380401
K-Swiss,Express Light 3,light blue,"Power and comfort in one shoe The Express Light 3 from K-Swiss is a lightweight tennis shoe designed for on-court performance and a high level of comfort. This updated model of its successful predecessor features DuraWrap Flex, a redesigned, molded RPU construction that provides flexible support and draft protection. Inside, a well-padded collar provides comfort and stability, while a die-cut foam insole provides responsive cushioning underfoot. The Express Light 3 has an HB outsole with a deep herringbone tread pattern for excellent traction on clay courts. The highlights of the K-Swiss Express Light 3 Upper made of synthetic leather Textile lining on the shaft edge Molded rubber outsole CMEVA midsole Ortholite insole Lacing",68.95 €,320,119.99 €,"40, 41, 41,5, 42, 42,5, 43, 44, 44,5, 45, 46, 47, 49",https://www.tennis-point.de/products/k-swiss-express-light-3-sandplatzschuh-herren-hellblau-01417502442000
New Balance,"Fresh Foam X CT-Rally V2 Allcourtschuh Herren - hellblau, schwarz","light blue, black","The game-changing clay court companion Reach new heights in your tennis game with New Balance's Fresh Foam X CT-Rally V2, perfectly designed for dynamic clay court matches. Thanks to the innovative mesh and textile upper, this tennis shoe offers excellent breathability and robust support at the same time. The specially developed rubber outsole guarantees maximum traction for quick changes of direction and intense hits. Comfort is increased by the EVA insole, which cushions every step and thus softens the impact on the rough surface. With its stylish design and functional features, the Fresh Foam X CT-Rally V2 is the ideal choice for every ambitious tennis player. Highlights: Breathtaking breathability: Mesh and textile ensure optimal air circulation and a high level of well-being even during intensive matches. Excellent traction: A specialized rubber sole allows agile and fast movements on clay courts. Superior Comfort: The EVA footbed provides premium cushioning and reduces stress on your joints with every step. Increase your performance and enjoy every moment on the court with the Fresh Foam X CT-Rally V2.",131.95 €,695,150.00 €,"40,5, 41,5, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46,5, 47, 47,5, 49",https://www.tennis-point.de/products/new-balance-fresh-foam-x-ct-rally-v2-allcourtschuh-herren-hellblau-schwarz-p0000002501002
ASICS,Solution Speed Ff 3 Clay,"dark blue, white",Increase your pace and increase the pressure The SOLUTION SPEED™ FF 3 is designed for tennis players who play on all surfaces and are looking for a fast and lightweight shoe designed for speed. SPEEDTRUSS™ technology improves your agility on the court. It also provides better acceleration. The new mesh upper and algorithmically generated outsole are lightweight and provide excellent grip and flexibility for increased speed on the court. Asics Solution Speed ​​FF 3 men's quick check: FLYTEFOAM™ technology provides lightweight cushioning SPEEDTRUSS™ technology improves speed and cutting movements AHARPLUS™ rubber improves durability Clay court outsole,97.95 €,540,150.00 €,"40, 40,5, 41,5, 42, 42,5, 43,5, 44, 44,5, 45, 46, 46,5, 47, 48, 49, 50,5",https://www.tennis-point.de/products/asics-solution-speed-ff-3-clay-sandplatzschuh-herren-dunkelblau-weiss-02017106632000
On,The Roger Advantage Pro,"white, cream","Elegance meets performance on clay The On The Roger Advantage Pro clay court shoe combines modern design with technical precision - ideal for tennis players who value style, comfort and control. Developed with the support of Roger Federer, the shoe impresses with a balanced combination of stability, responsiveness and traction specifically for clay courts. The innovative CloudTec® cushioning in combination with the integrated Speedboard® ensures springy comfort and powerful acceleration with every step. The specially developed herringbone outsole guarantees optimal grip and controlled slides on sand. Breathable mesh material also ensures comfortable ventilation during long matches. Highlights: CloudTec® cushioning for comfortable shock absorption and dynamics Speedboard® technology for explosive acceleration Herringbone outsole for optimal grip and mobility on clay courts With the On The Roger Advantage Pro clay court shoe you bring control, style and performance to the court - ideal for demanding players with an eye for detail.",144.95 €,755,170.00 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 47, 47,5, 48, 49",https://www.tennis-point.de/products/on-the-roger-advantage-pro-sandplatzschuh-herren-weisscreme-19417500091000
Wilson,Rush Pro 4.5,"white, green","Maximum stability and grip on clay The Wilson Rush Pro 4.5 men's clay court shoe is the perfect choice for tennis players who need stability, comfort and maximum traction on clay courts. Thanks to the innovative 4D Support Chassis technology, this shoe offers optimal support during quick changes of direction and explosive movements. The breathable upper material ensures an ideal fit and keeps your feet pleasantly cool even during intense matches. The specially developed clay court sole guarantees excellent grip and enables controlled gliding movements without losing stability. The responsive cushioning also reduces stress on the joints and ensures a comfortable fit. Your advantages at a glance: 4D Support Chassis – Maximum stability for safe movements on sand. Responsive Cushioning – Optimal comfort and reduced joint stress. Specially developed clay court sole – excellent grip and optimal gliding ability. With the Wilson Rush Pro 4.5 men's clay court shoe, you can stay in control on clay courts at all times and play your best tennis!",74.95 €,345,140.00 €,"40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 49 1/3",https://www.tennis-point.de/products/wilson-rush-pro-45-sandplatzschuh-herren-weissgruen-00717502795000
